productId,name,description,price,stock,tags,isActive,createdAt
PRD00022,Samsung Galaxy S24 XL,Samsung Galaxy S24 XL — Smartphones. Producto de alta calidad para libros.,2031.74,406,libros|smartphones|tecnología,true,2020-02-08
PRD00023,Motorola Edge,Motorola Edge — Smartphones. Producto de alta calidad para oficina.,666.95,415,música|moda|oficina,false,2024-06-25
PRD00024,OnePlus 12 2024,OnePlus 12 2024 — Smartphones. Producto de alta calidad para cine.,465.72,473,arte|viajes|smartphones|automóviles|juguetes,true,2024-12-31
PRD00025,Sony Xperia 5,Sony Xperia 5 — Smartphones. Producto de alta calidad para deportes.,594.54,417,tecnología|cocina|fotografía,true,2023-05-08
PRD00026,iPhone 15 Pro- Plus,iPhone 15 Pro- Plus — Smartphones. Producto de alta calidad para tecnología.,2385.47,398,arte|música,true,2020-01-19
PRD00027,Google Pixel 8 XL,Google Pixel 8 XL — Smartphones. Producto de alta calidad para mascotas.,235.73,141,juguetes|arte|tecnología,true,2021-03-25
PRD00028,iPhone 15 Pro XL,iPhone 15 Pro XL — Smartphones. Producto de alta calidad para viajes.,2480.49,351,tecnología|juguetes|jardín,false,2019-12-05
PRD00029,iPhone 15 Pro XL,iPhone 15 Pro XL — Smartphones. Producto de alta calidad para libros.,125.8,59,libros|cine,true,2020-09-10
PRD00030,MacBook Air M3 Mini,MacBook Air M3 Mini — Laptops. Producto de alta calidad para hogar.,1516.56,57,jardín|electrónica|libros|moda|hogar,false,2020-01-01
PRD00031,Lenovo ThinkPad X1- Negro,Lenovo ThinkPad X1- Negro — Laptops. Producto de alta calidad para electrónica.,1545.68,69,música|moda|hogar,true,2019-05-11
PRD00032,Acer Swift 5 2024,Acer Swift 5 2024 — Laptops. Producto de alta calidad para cine.,1431.85,172,gaming|viajes|oficina|moda|fotografía,true,2023-11-03
PRD00033,ASUS ZenBook 14,ASUS ZenBook 14 — Laptops. Producto de alta calidad para música.,263.56,51,electrónica|fotografía|automóviles,true,2022-03-01
PRD00034,HP Pavilion 15,HP Pavilion 15 — Laptops. Producto de alta calidad para libros.,1443.19,76,laptops|automóviles|libros|fitness|tecnología,true,2022-08-30
PRD00035,Lenovo ThinkPad X1- Blanco,Lenovo ThinkPad X1- Blanco — Laptops. Producto de alta calidad para arte.,1753.06,369,juguetes|viajes,false,2023-02-11
PRD00036,Surface Laptop 5- Negro,Surface Laptop 5- Negro — Laptops. Producto de alta calidad para juguetes.,1492.53,254,viajes|juguetes,true,2020-06-09
PRD00037,Surface Laptop 5- Negro,Surface Laptop 5- Negro — Laptops. Producto de alta calidad para arte.,692.28,281,electrónica|hogar|libros,true,2023-10-03
PRD00038,ASUS ZenBook 14- Pro,ASUS ZenBook 14- Pro — Laptops. Producto de alta calidad para tecnología.,2354.07,72,fotografía|libros|viajes|tecnología|cocina,false,2020-10-01
PRD00039,MacBook Air M3- Lite,MacBook Air M3- Lite — Laptops. Producto de alta calidad para belleza.,409.07,253,arte|oficina,true,2021-08-03
PRD00040,MacBook Air M3- Blanco,MacBook Air M3- Blanco — Laptops. Producto de alta calidad para jardín.,1080.9,116,electrónica|deportes,true,2019-04-02
PRD00041,Dell XPS 15- Rojo,Dell XPS 15- Rojo — Laptops. Producto de alta calidad para tecnología.,656.35,113,fitness|laptops,true,2020-10-11
PRD00042,MacBook Air M3- Azul,MacBook Air M3- Azul — Laptops. Producto de alta calidad para mascotas.,1542.26,288,hogar|tecnología,false,2023-07-20
PRD00043,HP Pavilion 15- Lite,HP Pavilion 15- Lite — Laptops. Producto de alta calidad para arte.,1477.36,145,oficina|deportes|arte|electrónica,false,2022-11-26
PRD00044,Surface Laptop 5- Blanco,Surface Laptop 5- Blanco — Laptops. Producto de alta calidad para electrónica.,346.46,222,cocina|mascotas|hogar,true,2021-10-25
PRD00045,MacBook Air M3,MacBook Air M3 — Laptops. Producto de alta calidad para tecnología.,310.98,412,hogar|automóviles,false,2021-04-28
PRD00046,ASUS ZenBook 14- Azul,ASUS ZenBook 14- Azul — Laptops. Producto de alta calidad para mascotas.,694.04,82,electrónica|cine,false,2020-01-04
PRD00047,ASUS ZenBook 14,ASUS ZenBook 14 — Laptops. Producto de alta calidad para electrónica.,2031.78,54,automóviles|hogar,true,2023-02-09
PRD00048,ASUS ZenBook 14,ASUS ZenBook 14 — Laptops. Producto de alta calidad para automóviles.,1161.32,21,fitness|moda,false,2021-03-11
PRD00049,Lenovo ThinkPad X1- Negro,Lenovo ThinkPad X1- Negro — Laptops. Producto de alta calidad para fotografía.,833.69,184,moda|electrónica|gaming,true,2019-07-15
PRD00050,Lenovo ThinkPad X1- Rojo,Lenovo ThinkPad X1- Rojo — Laptops. Producto de alta calidad para tecnología.,1761.64,289,cine|música|hogar,false,2019-04-12
PRD00051,Dell XPS 15- Pro,Dell XPS 15- Pro — Laptops. Producto de alta calidad para hogar.,1242.95,287,electrónica|jardín|oficina|cocina,true,2021-04-17
PRD00052,HP Pavilion 15- Azul,HP Pavilion 15- Azul — Laptops. Producto de alta calidad para cocina.,2057.35,429,oficina|cine|música,false,2023-12-06
PRD00053,Lenovo ThinkPad X1- Lite,Lenovo ThinkPad X1- Lite — Laptops. Producto de alta calidad para libros.,164.87,358,deportes|arte|juguetes,false,2021-09-12
PRD00054,MacBook Air M3,MacBook Air M3 — Laptops. Producto de alta calidad para fotografía.,1039.94,494,cocina|cine,true,2020-02-15
PRD00055,Acer Swift 5 XL,Acer Swift 5 XL — Laptops. Producto de alta calidad para electrónica.,131.19,63,deportes|hogar,true,2024-06-12
PRD00056,MacBook Air M3,MacBook Air M3 — Laptops. Producto de alta calidad para juguetes.,174.52,1,juguetes|gaming|belleza|laptops,true,2022-01-09
PRD00057,Amazon Echo Show- Negro,Amazon Echo Show- Negro — Tablets. Producto de alta calidad para oficina.,99.56,420,música|moda|cocina|automóviles,false,2022-05-04
PRD00058,Lenovo Tab P12 XL,Lenovo Tab P12 XL — Tablets. Producto de alta calidad para jardín.,1477.84,195,tablets|gaming|deportes|viajes|electrónica,true,2020-05-07
PRD00059,iPad Pro 12- Lite,iPad Pro 12- Lite — Tablets. Producto de alta calidad para mascotas.,2381.6,292,hogar|libros|viajes|mascotas|fotografía,true,2024-06-09
PRD00060,Samsung Tab S9- Azul,Samsung Tab S9- Azul — Tablets. Producto de alta calidad para juguetes.,531.28,304,fitness|jardín|música,true,2024-10-12
PRD00061,Huawei MatePad XL,Huawei MatePad XL — Tablets. Producto de alta calidad para cocina.,2018.5,84,oficina|electrónica,false,2019-10-02
PRD00062,Wacom Intuos Mini,Wacom Intuos Mini — Tablets. Producto de alta calidad para belleza.,132.2,432,tecnología|viajes|electrónica,true,2024-03-02
PRD00063,iPad Pro 12- Negro,iPad Pro 12- Negro — Tablets. Producto de alta calidad para gaming.,2124.8,189,moda|música|tecnología|cocina|hogar,false,2019-12-09
PRD00064,Samsung Tab S9- Negro,Samsung Tab S9- Negro — Tablets. Producto de alta calidad para juguetes.,1828.74,493,electrónica|tecnología,true,2024-08-24
PRD00065,Amazon Echo Show 2024,Amazon Echo Show 2024 — Tablets. Producto de alta calidad para fotografía.,2320.55,273,deportes|belleza,true,2021-12-01
PRD00066,Samsung Tab S9- Negro,Samsung Tab S9- Negro — Tablets. Producto de alta calidad para electrónica.,2431.44,477,arte|automóviles|oficina|gaming|electrónica,true,2023-03-12
PRD00067,Huawei MatePad- Blanco,Huawei MatePad- Blanco — Tablets. Producto de alta calidad para mascotas.,1352.54,163,tecnología|cocina,false,2023-09-12
PRD00068,Amazon Echo Show- Negro,Amazon Echo Show- Negro — Tablets. Producto de alta calidad para deportes.,217.39,391,viajes|cine|juguetes,true,2023-07-10
PRD00069,Samsung Tab S9 2024,Samsung Tab S9 2024 — Tablets. Producto de alta calidad para juguetes.,380.34,482,juguetes|cocina|música|jardín|automóviles,false,2023-05-26
PRD00070,Amazon Echo Show Mini,Amazon Echo Show Mini — Tablets. Producto de alta calidad para hogar.,1474.16,132,cocina|moda,true,2021-07-28
PRD00071,Wacom Intuos XL,Wacom Intuos XL — Tablets. Producto de alta calidad para música.,2249.47,249,hogar|arte|jardín|moda|mascotas,true,2021-10-13
PRD00072,Amazon Echo Show 2024,Amazon Echo Show 2024 — Tablets. Producto de alta calidad para juguetes.,271.99,408,fitness|cine|arte,false,2024-02-29
PRD00073,Samsung Tab S9- Rojo,Samsung Tab S9- Rojo — Tablets. Producto de alta calidad para oficina.,1756.52,192,oficina|jardín,false,2022-03-05
PRD00074,Huawei MatePad- Azul,Huawei MatePad- Azul — Tablets. Producto de alta calidad para libros.,1135.38,33,oficina|jardín|tecnología|cocina,false,2022-07-03
PRD00075,iPad Pro 12- Blanco,iPad Pro 12- Blanco — Tablets. Producto de alta calidad para juguetes.,2453.16,389,hogar|cine|libros|música,true,2022-12-27
PRD00076,Wacom Intuos Mini,Wacom Intuos Mini — Tablets. Producto de alta calidad para cocina.,1258.82,273,cocina|belleza|oficina|libros|tecnología,false,2021-06-28
PRD00077,Huawei MatePad 2024,Huawei MatePad 2024 — Tablets. Producto de alta calidad para cine.,347.96,245,oficina|moda|jardín,true,2021-11-24
PRD00078,Wacom Intuos 2024,Wacom Intuos 2024 — Tablets. Producto de alta calidad para deportes.,1559.98,153,oficina|juguetes|deportes|jardín|tecnología,true,2019-09-17
PRD00079,Samsung Tab S9- Negro,Samsung Tab S9- Negro — Tablets. Producto de alta calidad para jardín.,2496.45,55,arte|oficina|música,true,2021-04-17
PRD00080,Samsung Tab S9- Plus,Samsung Tab S9- Plus — Tablets. Producto de alta calidad para belleza.,2296.28,261,tecnología|fitness|música|gaming|moda,true,2022-08-08
PRD00081,Lenovo Tab P12- Pro,Lenovo Tab P12- Pro — Tablets. Producto de alta calidad para fotografía.,2266.54,253,música|arte,true,2022-02-14
PRD00082,Fire HD 10- Negro,Fire HD 10- Negro — Tablets. Producto de alta calidad para fotografía.,1627.46,140,jardín|fitness,true,2021-03-02
PRD00083,Wacom Intuos XL,Wacom Intuos XL — Tablets. Producto de alta calidad para cocina.,1932.14,304,cine|deportes|mascotas|juguetes|oficina,true,2020-06-03
PRD00084,Huawei MatePad 2024,Huawei MatePad 2024 — Tablets. Producto de alta calidad para hogar.,2084.15,139,cine|electrónica,true,2020-08-18
PRD00085,Sony Bravia X95- Lite,Sony Bravia X95- Lite — Televisores. Producto de alta calidad para cine.,1558.26,484,gaming|fitness,true,2023-06-04
PRD00086,Hisense U7H- Lite,Hisense U7H- Lite — Televisores. Producto de alta calidad para cine.,1103.66,290,juguetes|cine|belleza,true,2024-09-06
PRD00087,Philips Ambilight- Negro,Philips Ambilight- Negro — Televisores. Producto de alta calidad para hogar.,2009.93,63,fitness|juguetes|cocina|televisores,true,2019-07-21
PRD00088,Philips Ambilight XL,Philips Ambilight XL — Televisores. Producto de alta calidad para moda.,619.76,179,moda|mascotas|arte,true,2023-04-12
PRD00089,Samsung QLED 55- Plus,Samsung QLED 55- Plus — Televisores. Producto de alta calidad para viajes.,571.54,215,jardín|moda,true,2023-06-06
PRD00090,LG OLED C3 65- Lite,LG OLED C3 65- Lite — Televisores. Producto de alta calidad para oficina.,653.46,28,hogar|automóviles|juguetes,false,2023-03-06
PRD00091,TCL 4K 50,TCL 4K 50 — Televisores. Producto de alta calidad para libros.,1641.88,152,tecnología|oficina,true,2022-05-18
PRD00092,LG OLED C3 65,LG OLED C3 65 — Televisores. Producto de alta calidad para mascotas.,1535.41,210,cine|televisores|cocina|belleza,true,2023-11-02
PRD00093,Sony Bravia X95- Lite,Sony Bravia X95- Lite — Televisores. Producto de alta calidad para mascotas.,1061.86,387,música|tecnología|fotografía|fitness,false,2023-01-31
PRD00094,Sony Bravia X95 2024,Sony Bravia X95 2024 — Televisores. Producto de alta calidad para fitness.,1957.38,493,juguetes|electrónica,true,2022-06-17
PRD00095,LG OLED C3 65 2024,LG OLED C3 65 2024 — Televisores. Producto de alta calidad para cocina.,610.08,409,jardín|libros,false,2023-02-22
PRD00096,TCL 4K 50- Blanco,TCL 4K 50- Blanco — Televisores. Producto de alta calidad para fitness.,140.21,309,jardín|fitness|fotografía,true,2023-06-13
PRD00097,LG OLED C3 65,LG OLED C3 65 — Televisores. Producto de alta calidad para música.,2139.66,77,jardín|música,true,2020-04-30
PRD00098,LG OLED C3 65- Plus,LG OLED C3 65- Plus — Televisores. Producto de alta calidad para cine.,1910.7,14,mascotas|televisores|fotografía|cine|libros,true,2019-10-03
PRD00099,Samsung QLED 55- Blanco,Samsung QLED 55- Blanco — Televisores. Producto de alta calidad para belleza.,2039.14,408,hogar|deportes|arte|automóviles,false,2021-10-25
PRD00100,Samsung QLED 55,Samsung QLED 55 — Televisores. Producto de alta calidad para mascotas.,1474.08,364,hogar|mascotas,false,2023-06-11
PRD00101,Hisense U7H- Blanco,Hisense U7H- Blanco — Televisores. Producto de alta calidad para electrónica.,1490.83,476,deportes|música|juguetes,true,2023-01-07
PRD00102,Sharp Aquos- Rojo,Sharp Aquos- Rojo — Televisores. Producto de alta calidad para música.,194.97,27,libros|jardín|cocina|música|oficina,true,2020-03-30
PRD00103,Hisense U7H- Rojo,Hisense U7H- Rojo — Televisores. Producto de alta calidad para belleza.,1078.06,24,mascotas|fitness|gaming,false,2023-04-30
PRD00104,Hisense U7H- Pro,Hisense U7H- Pro — Televisores. Producto de alta calidad para hogar.,441.2,343,arte|cocina|automóviles,true,2020-06-07
PRD00105,Hisense U7H- Pro,Hisense U7H- Pro — Televisores. Producto de alta calidad para cocina.,1691.17,156,arte|cocina|moda|juguetes,true,2023-10-25
PRD00106,Sony Bravia X95 Mini,Sony Bravia X95 Mini — Televisores. Producto de alta calidad para libros.,354.16,478,fitness|libros|viajes|deportes|hogar,false,2021-03-03
PRD00107,Sony Bravia X95 2024,Sony Bravia X95 2024 — Televisores. Producto de alta calidad para fotografía.,1911.57,330,oficina|deportes|electrónica|juguetes|cine,true,2021-09-21
PRD00108,TCL 4K 50- Blanco,TCL 4K 50- Blanco — Televisores. Producto de alta calidad para deportes.,1349.55,459,viajes|belleza,false,2020-11-26
PRD00109,Sony Bravia X95,Sony Bravia X95 — Televisores. Producto de alta calidad para moda.,1961.18,130,deportes|oficina,true,2021-10-08
PRD00110,Philips Ambilight Mini,Philips Ambilight Mini — Televisores. Producto de alta calidad para libros.,815.87,136,moda|cine|gaming,true,2024-08-22
PRD00111,Sony Bravia X95- Azul,Sony Bravia X95- Azul — Televisores. Producto de alta calidad para electrónica.,177.46,242,tecnología|moda|hogar|automóviles,true,2023-06-12
PRD00112,Hisense U7H- Negro,Hisense U7H- Negro — Televisores. Producto de alta calidad para cocina.,2292.39,134,arte|música|cocina|juguetes|belleza,false,2023-01-12
PRD00113,Samsung QLED 55 2024,Samsung QLED 55 2024 — Televisores. Producto de alta calidad para electrónica.,1190.4,360,belleza|arte|deportes,true,2021-06-09
PRD00114,Samsung QLED 55 Mini,Samsung QLED 55 Mini — Televisores. Producto de alta calidad para automóviles.,1343.89,338,gaming|oficina|hogar|libros,true,2024-08-19
PRD00115,Sharp Aquos 2024,Sharp Aquos 2024 — Televisores. Producto de alta calidad para oficina.,1288.66,31,oficina|juguetes|televisores|jardín|automóviles,true,2020-09-26
PRD00116,Sony Bravia X95- Plus,Sony Bravia X95- Plus — Televisores. Producto de alta calidad para cocina.,2100.17,192,mascotas|hogar|cocina,true,2020-07-17
PRD00117,Beats Studio- Negro,Beats Studio- Negro — Audio. Producto de alta calidad para juguetes.,2079.95,230,cocina|música|audio|libros|viajes,true,2021-07-16
PRD00118,Sennheiser Momentum- Azul,Sennheiser Momentum- Azul — Audio. Producto de alta calidad para tecnología.,2439.59,200,juguetes|hogar|libros,true,2024-08-09
PRD00119,Sennheiser Momentum- Azul,Sennheiser Momentum- Azul — Audio. Producto de alta calidad para música.,1780.67,74,automóviles|audio|moda,true,2021-05-18
PRD00120,AirPods Pro 2- Negro,AirPods Pro 2- Negro — Audio. Producto de alta calidad para tecnología.,443.44,32,música|gaming,false,2019-01-09
PRD00121,JBL Charge 5- Lite,JBL Charge 5- Lite — Audio. Producto de alta calidad para tecnología.,1788.59,280,hogar|moda|tecnología|automóviles|mascotas,true,2020-05-13
PRD00122,Beats Studio- Rojo,Beats Studio- Rojo — Audio. Producto de alta calidad para belleza.,725.47,148,arte|cine|deportes,true,2021-08-21
PRD00123,Jabra Elite 85h- Azul,Jabra Elite 85h- Azul — Audio. Producto de alta calidad para cocina.,1889.02,215,juguetes|automóviles,true,2024-05-30
PRD00124,Sony WH-1000XM5- Pro,Sony WH-1000XM5- Pro — Audio. Producto de alta calidad para tecnología.,92.0,234,jardín|juguetes|fitness|hogar,false,2021-03-24
PRD00125,Sony WH-1000XM5,Sony WH-1000XM5 — Audio. Producto de alta calidad para fitness.,1096.65,10,cocina|fitness|juguetes|cine,true,2019-11-02
PRD00126,JBL Charge 5- Lite,JBL Charge 5- Lite — Audio. Producto de alta calidad para arte.,2262.94,153,jardín|cocina|deportes|juguetes|tecnología,true,2023-05-29
PRD00127,Jabra Elite 85h- Negro,Jabra Elite 85h- Negro — Audio. Producto de alta calidad para cine.,1356.43,314,fotografía|tecnología|electrónica,true,2020-02-16
PRD00128,Beats Studio XL,Beats Studio XL — Audio. Producto de alta calidad para fotografía.,1077.59,283,moda|automóviles|tecnología|arte|viajes,true,2021-04-08
PRD00129,JBL Charge 5 2024,JBL Charge 5 2024 — Audio. Producto de alta calidad para belleza.,589.03,284,música|cine|electrónica|tecnología|automóviles,true,2023-11-11
PRD00130,JBL Charge 5 2024,JBL Charge 5 2024 — Audio. Producto de alta calidad para música.,2008.11,185,oficina|deportes|arte|tecnología|juguetes,false,2023-10-23
PRD00131,Beats Studio- Negro,Beats Studio- Negro — Audio. Producto de alta calidad para jardín.,2358.45,451,cine|tecnología|gaming|libros|oficina,true,2020-06-27
PRD00132,JBL Charge 5 Mini,JBL Charge 5 Mini — Audio. Producto de alta calidad para juguetes.,2444.56,188,cine|tecnología|fotografía,true,2019-01-24
PRD00133,AirPods Pro 2- Plus,AirPods Pro 2- Plus — Audio. Producto de alta calidad para fotografía.,1154.12,361,fitness|automóviles|audio|hogar,true,2024-02-15
PRD00134,Jabra Elite 85h- Blanco,Jabra Elite 85h- Blanco — Audio. Producto de alta calidad para cocina.,1356.82,47,fotografía|cine|música|deportes|hogar,false,2020-08-15
PRD00135,Sony WH-1000XM5- Lite,Sony WH-1000XM5- Lite — Audio. Producto de alta calidad para electrónica.,839.0,27,música|audio|libros|mascotas,true,2019-11-01
PRD00136,Jabra Elite 85h- Pro,Jabra Elite 85h- Pro — Audio. Producto de alta calidad para mascotas.,1704.13,426,libros|hogar|belleza|arte,true,2023-03-08
PRD00137,Bose QuietComfort 45- Lite,Bose QuietComfort 45- Lite — Audio. Producto de alta calidad para mascotas.,320.19,425,tecnología|juguetes|libros,true,2023-02-12
PRD00138,Jabra Elite 85h XL,Jabra Elite 85h XL — Audio. Producto de alta calidad para fitness.,1582.14,209,moda|deportes,true,2021-06-18
PRD00139,AirPods Pro 2- Plus,AirPods Pro 2- Plus — Audio. Producto de alta calidad para música.,2119.81,257,viajes|libros|cocina,true,2024-04-09
PRD00140,Sennheiser Momentum XL,Sennheiser Momentum XL — Audio. Producto de alta calidad para música.,1216.26,82,cocina|tecnología|moda|deportes,true,2024-10-17
PRD00141,Jabra Elite 85h- Plus,Jabra Elite 85h- Plus — Audio. Producto de alta calidad para tecnología.,185.86,246,deportes|libros|jardín,true,2023-03-09
PRD00142,Edición Limitada F 2024,Edición Limitada F 2024 — Cámaras. Producto de alta calidad para oficina.,1438.03,91,deportes|hogar,false,2019-01-05
PRD00143,Artículo Especial B Mini,Artículo Especial B Mini — Cámaras. Producto de alta calidad para arte.,1071.37,116,fitness|música,false,2019-06-28
PRD00144,Producto Premium A XL,Producto Premium A XL — Cámaras. Producto de alta calidad para juguetes.,1158.63,160,viajes|moda|oficina,true,2023-10-29
PRD00145,Producto Premium A- Plus,Producto Premium A- Plus — Cámaras. Producto de alta calidad para fotografía.,1406.63,116,cámaras|deportes|automóviles|fotografía,true,2022-09-02
PRD00146,Versión Pro H- Lite,Versión Pro H- Lite — Cámaras. Producto de alta calidad para mascotas.,1489.97,392,jardín|arte|libros,true,2022-02-16
PRD00147,Modelo Estándar G- Negro,Modelo Estándar G- Negro — Cámaras. Producto de alta calidad para viajes.,2028.29,461,mascotas|viajes|fotografía,true,2019-12-05
PRD00148,Producto Premium A- Rojo,Producto Premium A- Rojo — Cámaras. Producto de alta calidad para gaming.,1661.65,350,moda|libros|arte|belleza,true,2023-07-10
PRD00149,Artículo Especial B- Plus,Artículo Especial B- Plus — Cámaras. Producto de alta calidad para fitness.,1312.42,446,viajes|arte|electrónica|cocina,true,2021-09-18
PRD00150,Modelo Estándar G 2024,Modelo Estándar G 2024 — Cámaras. Producto de alta calidad para moda.,2447.64,381,cine|cocina,false,2023-11-19
PRD00151,Versión Pro H- Azul,Versión Pro H- Azul — Cámaras. Producto de alta calidad para música.,1260.93,162,cocina|fotografía|belleza,true,2022-05-28
PRD00152,Modelo Estándar G Mini,Modelo Estándar G Mini — Cámaras. Producto de alta calidad para electrónica.,830.47,417,cine|libros|belleza|moda,false,2019-08-06
PRD00153,Pack Básico E,Pack Básico E — Cámaras. Producto de alta calidad para música.,913.73,105,arte|electrónica|fitness|cámaras|deportes,true,2023-06-15
PRD00154,Producto Premium A XL,Producto Premium A XL — Cámaras. Producto de alta calidad para hogar.,2256.27,21,belleza|fitness,false,2022-08-22
PRD00155,Pack Básico E,Pack Básico E — Cámaras. Producto de alta calidad para electrónica.,2377.85,398,gaming|hogar,false,2020-02-15
PRD00156,Artículo Especial B XL,Artículo Especial B XL — Cámaras. Producto de alta calidad para cine.,2014.58,27,libros|fitness,true,2023-12-29
PRD00157,Set Completo C Mini,Set Completo C Mini — Cámaras. Producto de alta calidad para fitness.,930.52,418,cine|oficina,true,2021-08-15
PRD00158,Artículo Especial B Mini,Artículo Especial B Mini — Cámaras. Producto de alta calidad para juguetes.,459.69,182,tecnología|deportes|libros,true,2022-07-09
PRD00159,Producto Premium A- Blanco,Producto Premium A- Blanco — Cámaras. Producto de alta calidad para arte.,540.42,494,moda|deportes|fitness|hogar|juguetes,true,2021-01-19
PRD00160,Versión Pro H Mini,Versión Pro H Mini — Cámaras. Producto de alta calidad para hogar.,2389.87,391,moda|electrónica|fotografía|cámaras,false,2024-07-09
PRD00161,Kit Profesional D- Blanco,Kit Profesional D- Blanco — Cámaras. Producto de alta calidad para deportes.,1611.56,24,oficina|belleza|moda|arte|cámaras,true,2021-08-02
PRD00162,Modelo Estándar G- Rojo,Modelo Estándar G- Rojo — Cámaras. Producto de alta calidad para tecnología.,1726.62,142,fotografía|tecnología|viajes,true,2020-04-30
PRD00163,Set Completo C,Set Completo C — Cámaras. Producto de alta calidad para deportes.,1530.88,36,jardín|moda|automóviles,true,2022-03-10
PRD00164,Artículo Especial B- Azul,Artículo Especial B- Azul — Cámaras. Producto de alta calidad para arte.,901.14,351,oficina|cámaras|música|belleza,true,2021-09-24
PRD00165,Set Completo C,Set Completo C — Cámaras. Producto de alta calidad para juguetes.,1021.85,481,cine|deportes|moda|juguetes,true,2024-06-17
PRD00166,Producto Premium A- Lite,Producto Premium A- Lite — Cámaras. Producto de alta calidad para cocina.,1794.24,22,belleza|moda|deportes|cámaras|cine,true,2024-05-09
PRD00167,Pack Básico E Mini,Pack Básico E Mini — Wearables. Producto de alta calidad para juguetes.,2121.45,357,viajes|wearables|juguetes,true,2022-06-10
PRD00168,Kit Profesional D,Kit Profesional D — Wearables. Producto de alta calidad para fitness.,1148.9,167,cine|mascotas,true,2020-10-05
PRD00169,Kit Profesional D- Blanco,Kit Profesional D- Blanco — Wearables. Producto de alta calidad para cocina.,2463.49,66,tecnología|deportes|mascotas|viajes,false,2022-07-06
PRD00170,Set Completo C- Rojo,Set Completo C- Rojo — Wearables. Producto de alta calidad para música.,640.65,338,electrónica|belleza,true,2019-09-08
PRD00171,Kit Profesional D- Azul,Kit Profesional D- Azul — Wearables. Producto de alta calidad para juguetes.,1844.39,20,fitness|hogar|deportes|tecnología,false,2019-05-11
PRD00172,Producto Premium A- Pro,Producto Premium A- Pro — Wearables. Producto de alta calidad para cocina.,2284.24,124,tecnología|belleza|oficina,true,2024-09-21
